My Design - Energy Use| Total,My Design - Fuel Use| Electricity: Total,My Design - Fuel Use| Natural Gas: Total,My Design - End Use| Electricity: Heating,My Design - End Use| Electricity: Heating Fans/Pumps,My Design - End Use| Electricity: Cooling,My Design - End Use| Electricity: Cooling Fans/Pumps,My Design - End Use| Electricity: Lighting Interior,My Design - End Use| Electricity: Lighting Exterior,My Design - End Use| Electricity: Mech Vent,My Design - End Use| Electricity: Refrigerator,My Design - End Use| Electricity: Dishwasher,My Design - End Use| Electricity: Clothes Washer,My Design - End Use| Electricity: Clothes Dryer,My Design - End Use| Electricity: Range/Oven,My Design - End Use| Electricity: Television,My Design - End Use| Electricity: Plug Loads,My Design - End Use| Natural Gas: Hot Water,My Design - Emissions| CO2e: BEopt: Total,My Design - Emissions| CO2e: BEopt: Electricity: Total,My Design - Emissions| CO2e: BEopt: Natural Gas: Total,My Design - Emissions| CO2e: BEopt: Electricity: Heating,My Design - Emissions| CO2e: BEopt: Electricity: Heating Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Cooling,My Design - Emissions| CO2e: BEopt: Electricity: Cooling Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Interior,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Exterior,My Design - Emissions| CO2e: BEopt: Electricity: Mech Vent,My Design - Emissions| CO2e: BEopt: Electricity: Refrigerator,My Design - Emissions| CO2e: BEopt: Electricity: Dishwasher,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Washer,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Dryer,My Design - Emissions| CO2e: BEopt: Electricity: Range/Oven,My Design - Emissions| CO2e: BEopt: Electricity: Television,My Design - Emissions| CO2e: BEopt: Electricity: Plug Loads,My Design - Emissions| CO2e: BEopt: Natural Gas: Hot Water,My Design - Hot Water| Clothes Washer,My Design - Hot Water| Dishwasher,My Design - Hot Water| Fixtures,My Design - Hot Water| Distribution Waste,My Design - Load| Heating: Delivered,My Design - Load| Cooling: Delivered,My Design - Load| Hot Water: Delivered,My Design - Component Load| Heating: Roofs,My Design - Component Load| Heating: Ceilings,My Design - Component Load| Heating: Walls,My Design - Component Load| Heating: Doors,My Design - Component Load| Heating: Windows,My Design - Component Load| Heating: Slabs,My Design - Component Load| Heating: Internal Mass,My Design - Component Load| Heating: Infiltration,My Design - Component Load| Heating: Mechanical Ventilation,My Design - Component Load| Heating: Ducts,My Design - Component Load| Heating: Internal Gains,My Design - Component Load| Cooling: Roofs,My Design - Component Load| Cooling: Ceilings,My Design - Component Load| Cooling: Walls,My Design - Component Load| Cooling: Doors,My Design - Component Load| Cooling: Windows,My Design - Component Load| Cooling: Slabs,My Design - Component Load| Cooling: Internal Mass,My Design - Component Load| Cooling: Infiltration,My Design - Component Load| Cooling: Natural Ventilation,My Design - Component Load| Cooling: Mechanical Ventilation,My Design - Component Load| Cooling: Ducts,My Design - Component Load| Cooling: Internal Gains,My Design - Unmet Hours| Heating,My Design - Unmet Hours| Cooling,My Design - Temperature| Attic - Unvented,My Design - Temperature| Living Space,My Design - Temperature| Heating Setpoint,My Design - Temperature| Cooling Setpoint,My Design - Airflow| Infiltration,My Design - Airflow| Mechanical Ventilation,My Design - Airflow| Natural Ventilation,My Design - Weather| Drybulb Temperature,My Design - Weather| Wetbulb Temperature,My Design - Weather| Relative Humidity,My Design - Weather| Wind Speed,My Design - Weather| Diffuse Solar Radiation,My Design - Weather| Direct Solar Radiation
10.78,2.73,1.46,0,0,1.65,0.38,0.16,0.01,0.02,0.06,0.01,0.01,0.09,0.1,0.07,0.18,1.46,1.632,1.41661,0.21539,0,0,0.85626,0.19616,0.0824,0.0064,0.01188,0.0297,0.00449,0.0029,0.04446,0.05194,0.03499,0.09502,0.21539,0.13,0.09,0.69,0.24,0,18.91,0.4,0,0,0,0,0,0,0,0,0,0,0,0.24,0.79,4.57,0.1,7.14,1.35,-1.08,0.46,0,1.49,1.79,2.12,0,0,77.39,74,72,74,21.67,70.98,0,95,73.26,36,4.7,94.78,104.61
9.27,2.72,0,0,0,1.5,0.37,0.21,0.02,0.02,0.06,0.01,0.01,0.08,0.16,0.07,0.2,0,1.40851,1.40851,0,0,0,0.77752,0.19363,0.10712,0.00814,0.01188,0.0324,0.00579,0.00284,0.04365,0.08469,0.03791,0.10294,0,0.12,0.12,0.91,0.32,0,19.05,0.51,0,0,0,0,0,0,0,0,0,0,0,0.32,0.75,5.19,0.1,5.69,1.58,-0.69,0.58,0,1,1.91,2.66,0,0,77.07,74,72,74,40.88,70.88,0,87.98,73.84,52,19.69,75.13,68.79
10.38,2.61,1.47,0,0,1.37,0.35,0.27,0.02,0.02,0.07,0.02,0.01,0.08,0.13,0.07,0.2,1.47,1.57074,1.35429,0.21645,0,0,0.71262,0.18105,0.14172,0.00931,0.01188,0.03375,0.01028,0.00284,0.04123,0.06606,0.03864,0.10492,0.21645,0.12,0.21,0.97,0.34,0,17.93,0.57,0,0,0,0,0,0,0,0,0,0,0,0.4,0.61,5.51,0.08,3.17,2.03,0.04,0.3,0,0.86,1.88,3.06,0,0,76.45,74,72,74,24.4,70.58,0,86,75.74,63,13.87,43.11,21.87
9.84,2.45,1.47,0,0,1.25,0.32,0.33,0.02,0.02,0.06,0.03,0.01,0.08,0.07,0.07,0.19,1.47,1.48896,1.27242,0.21654,0,0,0.65027,0.16846,0.17303,0.00989,0.01188,0.0324,0.01312,0.00284,0.04123,0.03388,0.03645,0.09898,0.21654,0.12,0.27,0.97,0.34,0,16.73,0.59,0,0,0,0,0,0,0,0,0,0,0,0.41,0.3,4.92,0.07,3.32,1.97,0.13,0.11,0,0.72,1.7,3.06,0,0,75.87,74,72,74,11.12,70.58,0,84.02,75.19,67,5.82,24.73,48.5
7.51,2.2,0,0,0,1.07,0.28,0.35,0.02,0.02,0.06,0.02,0.01,0.08,0.04,0.07,0.18,0,1.14057,1.14057,0,0,0,0.55642,0.14652,0.18127,0.01018,0.01188,0.03172,0.01064,0.00284,0.04203,0.01976,0.03426,0.09304,0,0.12,0.22,0.98,0.35,0,14.57,0.57,0,0,0,0,0,0,0,0,0,0,0,0.45,0.18,4.53,0.06,0.7,2.56,0.89,0.08,0,0.58,1.54,2.99,0,0,75.25,74,72,74,9.13,70.68,0,82.04,75.38,74,5.82,3.49,1.58
7.94,1.9,1.47,0,0,0.93,0.25,0.25,0.02,0.02,0.06,0.02,0.01,0.08,0.03,0.06,0.17,1.47,1.19989,0.98362,0.21627,0,0,0.48276,0.12799,0.13019,0.00945,0.01188,0.03105,0.00792,0.00273,0.04365,0.01412,0.03281,0.08908,0.21627,0.12,0.16,0.94,0.33,0,12.71,0.54,0,0,0,0,0,0,0,0,0,0,0,0.43,-0.02,3.78,0.04,0.34,2.59,1.03,0.05,0,0.5,1.29,2.67,0,0,74.81,74,72,74,7.33,70.88,0,80.96,74.38,74,4.7,0,0
6.75,1.55,1.46,0,0,0.8,0.21,0.13,0.02,0.02,0.06,0.01,0,0.07,0.02,0.06,0.15,1.46,1.01867,0.80343,0.21525,0,0,0.41674,0.11104,0.06592,0.00814,0.01188,0.0297,0.0052,0.00186,0.03557,0.00903,0.02916,0.07918,0.21525,0.08,0.11,0.67,0.24,0,11.01,0.38,0,0,0,0,0,0,0,0,0,0,0,0.41,-0.17,2.94,0.02,0.27,2.7,1.11,0.04,0,0.43,1.1,2.15,0,0,74.39,74,72,74,6.5,69.88,0,80.06,73.55,74,4.7,0,0
4.24,1.24,0,0,0,0.67,0.18,0.06,0.01,0.02,0.05,0.01,0,0.04,0.01,0.05,0.14,0,0.64399,0.64399,0,0,0,0.34637,0.09379,0.02966,0.00683,0.01188,0.02767,0.00366,0.00099,0.0194,0.00621,0.02625,0.07126,0,0.04,0.08,0.48,0.17,0,9.31,0.27,0,0,0,0,0,0,0,0,0,0,0,0.37,-0.27,2.19,0.01,-0.05,2.82,1.19,0.02,0,0.28,0.93,1.83,0,0,74.04,74,72,74,3.54,67.88,0,78.08,73.02,79,0,0,0
3.69,1.08,0,0,0,0.59,0.16,0.04,0.01,0.02,0.05,0,0,0.02,0.01,0.05,0.13,0,0.5613,0.5613,0,0,0,0.30531,0.08239,0.01978,0.00582,0.01188,0.027,0.00177,0.00052,0.00808,0.00395,0.02552,0.06929,0,0.02,0.04,0.25,0.09,0,8.14,0.14,0,0,0,0,0,0,0,0,0,0,0,0.33,-0.39,1.51,0,-0.05,2.81,1.12,0.02,0,0.28,0.77,1.73,0,0,73.8,74,72,74,3.6,66.48,0,78.08,73.02,79,0,0,0
4.72,0.96,1.45,0,0,0.51,0.14,0.03,0.01,0.02,0.05,0,0,0.01,0.01,0.05,0.13,1.45,0.7102,0.49682,0.21339,0,0,0.26519,0.07214,0.01648,0.00538,0.01188,0.02632,0.00083,0.00041,0.00485,0.00395,0.02406,0.06533,0.21339,0.02,0.02,0.12,0.04,0,7.12,0.07,0,0,0,0,0,0,0,0,0,0,0,0.29,-0.47,0.96,-0.01,-0.12,2.85,1.06,0.01,0,0.2,0.66,1.69,0,0,73.53,74,72,74,2.7,66.07,0,77,73.49,85,2.24,0,0
2.95,0.86,0,0,0,0.45,0.12,0.03,0.01,0.02,0.05,0,0,0.01,0,0.04,0.12,0,0.44818,0.44818,0,0,0,0.23212,0.06367,0.01648,0.00538,0.01188,0.02565,0.00059,0.00023,0.00323,0.00226,0.02333,0.06335,0,0.01,0.01,0.07,0.02,0,6.27,0.04,0,0,0,0,0,0,0,0,0,0,0,0.25,-0.53,0.54,-0.01,-0.2,2.86,0.99,0,0,0.13,0.57,1.67,0,0,73.36,74,72,74,2.03,65.87,0,75.92,72.93,87,3.36,0,0
2.74,0.8,0,0,0,0.41,0.11,0.03,0.01,0.02,0.05,0,0,0,0,0.04,0.12,0,0.4167,0.4167,0,0,0,0.21185,0.05799,0.01648,0.00509,0.01188,0.02497,0.00035,0.00023,0.00162,0.00226,0.0226,0.06137,0,0.01,0.01,0.12,0.04,0,5.68,0.06,0,0,0,0,0,0,0,0,0,0,0,0.21,-0.56,0.23,-0.01,-0.19,2.85,0.89,0,0,0.13,0.5,1.64,0,0,73.27,74,72,74,2.03,65.67,0,75.92,72.93,87,3.36,0,0
2.66,0.78,0,0,0,0.38,0.1,0.03,0.01,0.02,0.05,0,0,0.01,0.01,0.04,0.12,0,0.40483,0.40483,0,0,0,0.19697,0.05383,0.01813,0.00509,0.01188,0.0243,0.00035,0.00041,0.00323,0.00395,0.02333,0.06335,0,0.02,0.01,0.33,0.11,0,5.25,0.16,0,0,0,0,0,0,0,0,0,0,0,0.17,-0.58,0,-0.01,-0.18,2.84,0.79,0,0,0.13,0.45,1.64,0,0,73.21,74,72,74,2.03,65.87,0,75.92,72.93,87,3.36,0,0
4.17,0.79,1.47,0,0,0.36,0.1,0.06,0.01,0.02,0.05,0,0,0.01,0.01,0.05,0.13,1.47,0.6265,0.41,0.21649,0,0,0.18557,0.05065,0.02966,0.00567,0.01188,0.0243,0.00118,0.00064,0.00485,0.00621,0.02406,0.06533,0.21649,0.03,0.02,1.2,0.42,0,4.91,0.58,0,0,0,0,0,0,0,0,0,0,0,0.13,-0.58,-0.16,-0.01,-0.18,2.82,0.69,0,0,0.13,0.41,1.66,0,0,73.18,74,72,74,2.02,66.07,0,75.92,73.87,91,3.36,0,0
4.43,0.86,1.5,0,0,0.33,0.09,0.1,0.01,0.02,0.05,0,0,0.02,0.03,0.05,0.14,1.5,0.66601,0.44493,0.22108,0,0,0.17306,0.04759,0.04944,0.0064,0.01188,0.02565,0.00236,0.00128,0.01293,0.01412,0.02697,0.07324,0.22108,0.06,0.05,2.74,0.96,0,4.59,1.31,0,0,0,0,0,0,0,0,0,0,0,0.1,-0.58,-0.27,-0.01,-0.26,2.8,0.61,0,0,0.07,0.38,1.75,0,0,73.15,74,72,74,0.87,67.08,0,75.02,72.76,90,2.24,0,0
6.52,1.03,3,0,0,0.39,0.11,0.12,0.01,0.02,0.05,0.01,0.01,0.05,0.05,0.06,0.16,3,0.97741,0.53492,0.44249,0,0,0.20284,0.05476,0.06262,0.00596,0.01188,0.027,0.00366,0.00284,0.02587,0.02371,0.03062,0.08314,0.44249,0.12,0.08,2.7,0.95,0,5.22,1.33,0,0,0,0,0,0,0,0,0,0,0,0.04,-0.71,-0.62,-0.01,1.74,2.36,-0.04,0.01,0,0.21,0.36,1.9,0,0,73.29,74,72,74,2.94,68.68,0,77,74.21,88,3.36,22.19,25.68
5.62,1.21,1.49,0,0,0.49,0.13,0.13,0.01,0.02,0.05,0.01,0.01,0.07,0.05,0.06,0.16,1.49,0.84649,0.62662,0.21988,0,0,0.25562,0.06703,0.06757,0.00451,0.01188,0.02767,0.00685,0.00424,0.0388,0.02597,0.03135,0.08512,0.21988,0.19,0.14,2.19,0.77,0,6.3,1.14,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.72,-0.62,0.01,3.42,2.09,-0.48,0.06,0,0.44,0.41,1.73,0,0,73.53,74,72,74,9.43,70.28,0,80.06,74.88,79,8.05,42.48,50.72
6.33,1.42,1.48,0,0,0.64,0.16,0.13,0.01,0.02,0.05,0.01,0.01,0.11,0.05,0.06,0.16,1.48,0.95528,0.73669,0.2186,0,0,0.3304,0.08431,0.06757,0.00364,0.01188,0.02767,0.00768,0.00499,0.05497,0.0271,0.03135,0.08512,0.2186,0.22,0.16,1.71,0.6,0,7.81,0.93,0,0,0,0,0,0,0,0,0,0,0,-0.05,-0.67,-0.22,0.04,4.89,1.83,-0.92,0.08,0,0.66,0.51,1.69,0,0,73.99,74,72,74,8.66,72.29,0,82.94,75.65,72,3.36,84.96,42.79
6.86,1.58,1.48,0,0,0.76,0.2,0.12,0.01,0.02,0.05,0.01,0.01,0.12,0.05,0.06,0.16,1.48,1.03548,0.81788,0.2176,0,0,0.39521,0.1013,0.06427,0.00349,0.01188,0.027,0.00662,0.00488,0.06305,0.02371,0.03135,0.08512,0.2176,0.21,0.14,1.39,0.49,0,9.32,0.77,0,0,0,0,0,0,0,0,0,0,0,-0.06,-0.47,0.66,0.06,5.56,1.67,-1.15,0.08,0,0.67,0.65,1.69,0,0,74.65,74,72,74,9.11,73.29,0,82.94,73.64,65,4.7,112.22,53.57
6.27,1.84,0,0,0,0.96,0.24,0.12,0.01,0.02,0.05,0.01,0.01,0.13,0.05,0.06,0.17,0,0.95254,0.95254,0,0,0,0.5001,0.12619,0.06097,0.00349,0.01188,0.027,0.00567,0.00435,0.06548,0.02823,0.03208,0.0871,0,0.19,0.12,1.09,0.38,0,11.51,0.61,0,0,0,0,0,0,0,0,0,0,0,-0.07,-0.26,1.63,0.08,6.8,1.38,-1.48,0.13,0,0.82,0.81,1.73,0,0,75.45,74,72,74,11.7,73.59,0,84.92,75.4,65,5.82,142.97,102.39
8.62,2.1,1.46,0,0,1.18,0.29,0.11,0.01,0.02,0.05,0.01,0.01,0.12,0.06,0.06,0.17,1.46,1.30285,1.08709,0.21576,0,0,0.61283,0.14829,0.05933,0.00378,0.01188,0.02835,0.00485,0.00389,0.05982,0.03218,0.03281,0.08908,0.21576,0.17,0.1,0.78,0.28,0,13.38,0.46,0,0,0,0,0,0,0,0,0,0,0,-0.01,0.1,2.81,0.09,5.75,1.61,-1.16,0.27,0,1.11,1.05,1.79,0,0,76.04,74,72,74,17.69,72.89,0,89.06,76.48,57,8.05,149.94,19.65
8.28,2.23,0.67,0,0,1.32,0.31,0.11,0.01,0.02,0.05,0.01,0.01,0.1,0.05,0.06,0.17,0.67,1.25512,1.15707,0.09805,0,0,0.68214,0.16187,0.05768,0.00422,0.01188,0.02835,0.00544,0.00348,0.05416,0.02597,0.03281,0.08908,0.09805,0.15,0.11,0.68,0.24,0,14.56,0.4,0,0,0,0,0,0,0,0,0,0,0,0.06,0.34,3.68,0.1,5.09,1.68,-0.91,0.31,0,1.24,1.27,1.76,0,0,76.36,74,72,74,18.01,72.19,0,91.04,75.33,49,5.82,115.39,169.28
8.78,2.34,0.8,0,0,1.41,0.33,0.12,0.01,0.02,0.05,0.01,0.01,0.09,0.06,0.06,0.17,0.8,1.32974,1.21259,0.11716,0,0,0.72883,0.17351,0.06097,0.00451,0.01188,0.02835,0.00425,0.00284,0.04608,0.03218,0.03208,0.0871,0.11716,0.12,0.09,0.6,0.21,0,15.64,0.36,0,0,0,0,0,0,0,0,0,0,0,0.1,0.51,4.05,0.1,5.55,1.57,-0.97,0.37,0,1.23,1.41,1.79,0,0,76.8,74,72,74,21.08,71.18,0,91.04,75.33,49,9.17,135.36,69.42
8.63,2.53,0,0,0,1.55,0.37,0.13,0.01,0.02,0.05,0.01,0.01,0.1,0.05,0.06,0.18,0,1.31147,1.31147,0,0,0,0.80298,0.19001,0.06757,0.00509,0.01188,0.02767,0.00449,0.00302,0.04931,0.02484,0.03354,0.09106,0,0.13,0.09,0.58,0.21,0,17.18,0.35,0,0,0,0,0,0,0,0,0,0,0,0.14,0.54,4.17,0.1,7.03,1.35,-1.19,0.42,0,1.29,1.55,1.83,0,0,77.02,74,72,74,23.26,71.58,0,91.94,75.32,47,10.29,136.31,87.81
10.86,2.75,1.46,0,0,1.66,0.39,0.16,0.01,0.02,0.06,0.01,0.01,0.09,0.1,0.07,0.18,1.46,1.64343,1.42802,0.21541,0,0,0.85961,0.20423,0.0824,0.0064,0.01188,0.0297,0.00449,0.0029,0.04446,0.05194,0.03499,0.09502,0.21541,0.13,0.09,0.69,0.24,0,18.55,0.4,0,0,0,0,0,0,0,0,0,0,0,0.19,0.52,4.39,0.1,7.91,1.23,-1.22,0.38,0,1.28,1.72,2.12,0,0,76.93,74,72,74,20.81,70.98,0,91.94,76.07,49,8.05,100.81,146.77
11.53,2.95,1.47,0,0,1.7,0.41,0.21,0.02,0.02,0.06,0.01,0.01,0.08,0.16,0.07,0.2,1.47,1.74517,1.52917,0.216,0,0,0.88002,0.21179,0.10712,0.00814,0.01188,0.0324,0.00579,0.00284,0.04365,0.08469,0.03791,0.10294,0.216,0.12,0.12,0.9,0.32,0,19.39,0.51,0,0,0,0,0,0,0,0,0,0,0,0.25,0.49,4.86,0.1,7.16,1.36,-0.91,0.39,0,1.22,1.84,2.66,0,0,76.75,74,72,74,22.54,70.88,0,91.04,74.58,47,10.29,75.13,123.95
9.85,2.89,0,0,0,1.6,0.4,0.27,0.02,0.02,0.07,0.02,0.01,0.08,0.13,0.07,0.2,0,1.49651,1.49651,0,0,0,0.82924,0.20665,0.14172,0.00931,0.01188,0.03375,0.01028,0.00284,0.04123,0.06606,0.03864,0.10492,0,0.12,0.21,0.97,0.34,0,19.17,0.57,0,0,0,0,0,0,0,0,0,0,0,0.31,0.42,5.28,0.09,5.71,1.59,-0.47,0.31,0,1,1.9,3.06,0,0,76.38,74,72,74,21.82,70.58,0,87.98,74.87,55,11.63,50.72,93.83
10.56,2.67,1.47,0,0,1.43,0.36,0.33,0.02,0.02,0.06,0.03,0.01,0.08,0.07,0.07,0.19,1.47,1.59841,1.38186,0.21655,0,0,0.74224,0.18592,0.17303,0.00989,0.01188,0.0324,0.01312,0.00284,0.04123,0.03388,0.03645,0.09898,0.21655,0.12,0.27,0.97,0.34,0,17.38,0.59,0,0,0,0,0,0,0,0,0,0,0,0.39,0.37,5.56,0.08,2.26,2.27,0.45,0.19,0,0.94,1.83,3.07,0,0,75.82,74,72,74,14.23,70.58,0,87.08,74.77,57,5.82,24.41,9.83
9.63,2.39,1.47,0,0,1.23,0.31,0.35,0.02,0.02,0.06,0.02,0.01,0.08,0.04,0.07,0.18,1.47,1.45617,1.23976,0.21641,0,0,0.639,0.16312,0.18127,0.01018,0.01188,0.03172,0.01064,0.00284,0.04203,0.01976,0.03426,0.09304,0.21641,0.12,0.22,0.97,0.34,0,15.39,0.57,0,0,0,0,0,0,0,0,0,0,0,0.41,0.17,5.08,0.06,0.97,2.42,0.77,0.13,0,0.79,1.6,2.99,0,0,75.33,74,72,74,11.37,70.68,0,84.92,74.79,63,4.7,5.39,0.32
6.99,2.05,0,0,0,1.05,0.27,0.25,0.02,0.02,0.06,0.02,0.01,0.08,0.03,0.06,0.17,0,1.06175,1.06175,0,0,0,0.5469,0.14198,0.13019,0.00945,0.01188,0.03105,0.00792,0.00273,0.04365,0.01412,0.03281,0.08908,0,0.12,0.16,0.95,0.34,0,13.5,0.54,0,0,0,0,0,0,0,0,0,0,0,0.41,-0.01,4.24,0.04,0.48,2.58,0.97,0.1,0,0.65,1.38,2.67,0,0,74.83,74,72,74,10.91,70.88,0,82.94,74.22,67,6.93,0,0
7.01,1.62,1.46,0,0,0.86,0.23,0.13,0.02,0.02,0.06,0.01,0,0.07,0.02,0.06,0.15,1.46,1.05781,0.84255,0.21526,0,0,0.44767,0.11923,0.06592,0.00814,0.01188,0.0297,0.0052,0.00186,0.03557,0.00903,0.02916,0.07918,0.21526,0.08,0.11,0.67,0.23,0,11.42,0.38,0,0,0,0,0,0,0,0,0,0,0,0.39,-0.16,3.32,0.02,0.19,2.72,1.13,0.05,0,0.44,1.17,2.15,0,0,74.37,74,72,74,7.25,69.88,0,80.06,73.56,74,5.82,0,0
4.58,1.34,0,0,0,0.75,0.2,0.06,0.01,0.02,0.05,0.01,0,0.04,0.01,0.05,0.14,0,0.69645,0.69645,0,0,0,0.38937,0.10325,0.02966,0.00683,0.01188,0.02767,0.00366,0.00099,0.0194,0.00621,0.02625,0.07126,0,0.04,0.08,0.49,0.17,0,9.89,0.27,0,0,0,0,0,0,0,0,0,0,0,0.36,-0.29,2.43,0.01,0.2,2.77,1.15,0.04,0,0.42,0.96,1.82,0,0,74.08,74,72,74,6.64,67.88,0,80.06,73.56,74,4.7,0,0
5.33,1.14,1.45,0,0,0.63,0.17,0.04,0.01,0.02,0.05,0,0,0.02,0.01,0.05,0.13,1.45,0.80391,0.59009,0.21382,0,0,0.32802,0.08846,0.01978,0.00582,0.01188,0.027,0.00177,0.00052,0.00808,0.00395,0.02552,0.06929,0.21382,0.02,0.04,0.26,0.09,0,8.5,0.14,0,0,0,0,0,0,0,0,0,0,0,0.32,-0.37,1.72,0.01,0.03,2.82,1.12,0.02,0,0.28,0.82,1.74,0,0,73.82,74,72,74,5.57,66.48,0,78.08,73.02,79,5.82,0,0
3.43,1,0,0,0,0.55,0.15,0.03,0.01,0.02,0.05,0,0,0.01,0.01,0.05,0.13,0,0.5208,0.5208,0,0,0,0.28409,0.07722,0.01648,0.00538,0.01188,0.02632,0.00083,0.00041,0.00485,0.00395,0.02406,0.06533,0,0.02,0.02,0.12,0.04,0,7.42,0.07,0,0,0,0,0,0,0,0,0,0,0,0.28,-0.43,1.18,0,-0.09,2.84,1.05,0.01,0,0.2,0.69,1.69,0,0,73.66,74,72,74,3.73,66.07,0,77,73.49,85,4.7,0,0
3.15,0.92,0,0,0,0.5,0.13,0.03,0.01,0.02,0.05,0,0,0.01,0,0.04,0.12,0,0.47938,0.47938,0,0,0,0.25723,0.06976,0.01648,0.00538,0.01188,0.02565,0.00059,0.00023,0.00323,0.00226,0.02333,0.06335,0,0.01,0.01,0.07,0.02,0,6.69,0.04,0,0,0,0,0,0,0,0,0,0,0,0.24,-0.48,0.75,0,-0.08,2.83,0.95,0.01,0,0.2,0.6,1.66,0,0,73.55,74,72,74,3.74,65.87,0,77,73.49,85,4.7,0,0
2.94,0.86,0,0,0,0.46,0.12,0.03,0.01,0.02,0.05,0,0,0,0,0.04,0.12,0,0.44677,0.44677,0,0,0,0.23602,0.06389,0.01648,0.00509,0.01188,0.02497,0.00035,0.00023,0.00162,0.00226,0.0226,0.06137,0,0.01,0.01,0.12,0.04,0,6.11,0.06,0,0,0,0,0,0,0,0,0,0,0,0.21,-0.5,0.43,-0.01,-0.09,2.83,0.86,0.01,0,0.2,0.54,1.63,0,0,73.45,74,72,74,3.05,65.67,0,77,73.49,85,3.36,0,0
4.25,0.82,1.45,0,0,0.41,0.11,0.03,0.01,0.02,0.05,0,0,0.01,0.01,0.04,0.12,1.45,0.63835,0.42441,0.21394,0,0,0.21238,0.05801,0.01813,0.00509,0.01188,0.0243,0.00035,0.00041,0.00323,0.00395,0.02333,0.06335,0.21394,0.02,0.01,0.32,0.11,0,5.53,0.16,0,0,0,0,0,0,0,0,0,0,0,0.17,-0.52,0.2,-0.01,-0.21,2.84,0.8,0,0,0.13,0.49,1.65,0,0,73.35,74,72,74,1.67,65.87,0,75.92,72.93,87,2.24,0,0
2.62,0.77,0,0,0,0.34,0.1,0.06,0.01,0.02,0.05,0,0,0.01,0.01,0.05,0.13,0,0.39846,0.39846,0,0,0,0.17515,0.04953,0.02966,0.00567,0.01188,0.0243,0.00118,0.00064,0.00485,0.00621,0.02406,0.06533,0,0.03,0.02,1.2,0.42,0,4.75,0.58,0,0,0,0,0,0,0,0,0,0,0,0.15,-0.53,0.05,-0.01,-0.53,2.89,0.79,0,0,-0.14,0.44,1.66,0,0,73.23,74,72,74,2.15,66.07,0,71.96,71.96,100,3.36,0,0
5.94,0.86,3,0,0,0.33,0.09,0.1,0.01,0.02,0.05,0,0,0.02,0.03,0.05,0.14,3,0.888,0.44584,0.44216,0,0,0.17344,0.04812,0.04944,0.0064,0.01188,0.02565,0.00236,0.00128,0.01293,0.01412,0.02697,0.07324,0.44216,0.06,0.05,2.73,0.96,0,4.57,1.31,0,0,0,0,0,0,0,0,0,0,0,0.12,-0.57,-0.2,-0.02,-0.33,2.81,0.66,0,0,0,0.37,1.75,0,0,73.23,74,72,74,0.06,67.08,0,73.94,72.62,94,1.12,0,0
5.29,1.11,1.5,0,0,0.45,0.12,0.12,0.01,0.02,0.05,0.01,0.01,0.05,0.05,0.06,0.16,1.5,0.79671,0.57566,0.22105,0,0,0.23431,0.06404,0.06262,0.00596,0.01188,0.027,0.00366,0.00284,0.02587,0.02371,0.03062,0.08314,0.22105,0.12,0.08,2.69,0.95,0,6.02,1.33,0,0,0,0,0,0,0,0,0,0,0,0.01,-0.82,-0.93,-0.01,4.15,1.83,-0.59,0.01,0,0.14,0.36,1.9,0,0,73.41,74,72,74,4.68,68.68,0,75.92,73.87,91,6.93,13.63,123.63
6.15,1.36,1.49,0,0,0.61,0.16,0.13,0.01,0.02,0.05,0.01,0.01,0.07,0.05,0.06,0.16,1.49,0.92699,0.70709,0.2199,0,0,0.31835,0.08478,0.06757,0.00451,0.01188,0.02767,0.00685,0.00424,0.0388,0.02597,0.03135,0.08512,0.2199,0.19,0.14,2.19,0.77,0,7.86,1.14,0,0,0,0,0,0,0,0,0,0,0,-0.04,-0.84,-0.79,0.03,6.52,1.51,-1.09,0.04,0,0.36,0.48,1.73,0,0,73.64,74,72,74,8.46,70.28,0,78.98,75.39,85,8.05,22.19,200.98
7.03,1.63,1.48,0,0,0.8,0.21,0.13,0.01,0.02,0.05,0.01,0.01,0.11,0.05,0.06,0.16,1.48,1.0612,0.84259,0.21861,0,0,0.41346,0.10716,0.06757,0.00364,0.01188,0.02767,0.00768,0.00499,0.05497,0.0271,0.03135,0.08512,0.21861,0.22,0.16,1.71,0.6,0,9.79,0.93,0,0,0,0,0,0,0,0,0,0,0,-0.07,-0.74,0.12,0.06,7.41,1.35,-1.28,0.08,0,0.6,0.64,1.69,0,0,74.11,74,72,74,9.9,72.29,0,82.04,76.2,77,6.93,30.11,239.33
